año|localidad|quinquenio|poblacion|atendidos|indicador_atendidos
2023|15 - Antonio Nariño|95 a 99|91|19|0.20879120879120879121
2023|16 - Puente Aranda|95 a 99|428|31|0.07242990654205607477
2023|17 - La Candelaria|95 a 99|81|6|0.07407407407407407407
2023|18 - Rafael Uribe Uribe|95 a 99|352|112|0.31818181818181818182
2023|19 - Ciudad Bolívar|95 a 99|318|21|0.06603773584905660377
2023|1 - Usaquén|95 a 99|1359|28|0.02060338484179543782
2023|20 - Sumapaz|95 a 99|8|1|0.12500000000000000000
2023|2 - Chapinero|95 a 99|512|3|0.00585937500000000000
2023|3 - Santa Fe|95 a 99|105|30|0.28571428571428571429
2023|4 - San Cristóbal|95 a 99|336|57|0.16964285714285714286
2023|5 - Usme|95 a 99|145|83|0.57241379310344827586
2023|6 - Tunjuelito|95 a 99|218|82|0.37614678899082568807
2023|7 - Bosa|95 a 99|287|128|0.44599303135888501742
2023|8 - Kennedy|95 a 99|1088|137|0.12591911764705882353
2023|9 - Fontibón|95 a 99|463|20|0.04319654427645788337
